test,timestamp,raw_data
,1779038631.463448,L:-18467 R:-10717
,1779038631.465409,L:-18467 R:-10717
,1779038631.4673152,L:-18467 R:-10717
,1779038631.46833,L:-18467 R:-10717
,1779038631.4702275,L:-18467 R:-10717
,1779038631.471388,L:-18467 R:-10717
,1779038631.4734292,L:-18467 R:-10717
,1779038631.4753861,L:-18467 R:-10717
,1779038631.4765668,L:-18467 R:-10717
,1779038631.4783046,L:-18467 R:-10717
,1779038631.4804404,L:-18467 R:-10717
,1779038631.4814825,L:-18467 R:-10717
,1779038631.4834692,L:-18467 R:-10717
,1779038631.4854126,L:-18467 R:-10717
,1779038631.4865415,L:-18467 R:-10717
,1779038631.4884248,L:-18467 R:-10717
,1779038631.4902234,L:-18467 R:-10717
,1779038631.4913883,L:-18467 R:-10717
,1779038631.4934359,L:-18467 R:-10717
,1779038631.4953456,L:-18467 R:-10717
,1779038631.496422,L:-18467 R:-10717
,1779038631.4984057,L:-18467 R:-10717
,1779038631.500374,L:-18467 R:-10717
,1779038631.5014763,L:-18467 R:-10717
,1779038631.5034344,L:-18467 R:-10717
,1779038631.5052044,L:-18467 R:-10717
,1779038631.5062213,L:-18467 R:-10717
,1779038631.5082533,L:-18467 R:-10717
,1779038631.5103092,L:-18467 R:-10717
,1779038631.511438,L:-18467 R:-10717
,1779038631.5133874,L:-18467 R:-10717
,1779038631.5153258,L:-18467 R:-10717
,1779038631.5164075,L:-18467 R:-10717
,1779038631.5183723,L:-18467 R:-10717
,1779038631.5194585,L:-18467 R:-10717
,1779038631.521451,L:-18467 R:-10717
,1779038631.5234406,L:-18467 R:-10717
,1779038631.5245216,L:-18467 R:-10717
,1779038631.5264034,L:-18467 R:-10717
,1779038631.5283997,L:-18467 R:-10717
,1779038631.5294497,L:-18467 R:-10717
,1779038631.5314996,L:-18467 R:-10717
,1779038631.5333633,L:-18467 R:-10717
,1779038631.534436,L:-18467 R:-10717
